ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2021-03-24,-0.025651160972772175,-0.3999999137447645,0.3326796137527514,-0.025651160972772175,-0.025651160972772175,0.08883634010849767,0.08883634010849767,0.08883634010849767,0.2521519584273909,0.2521519584273909,0.2521519584273909,-0.16331561831889338,-0.16331561831889338,-0.16331561831889338,0.0,0.0,0.0,-0.027929916233127187
2021-03-25,-0.026446223117412612,-0.40331394066114706,0.3383892616320588,-0.026446223117412612,-0.026446223117412612,-0.3032191609363494,-0.3032191609363494,-0.3032191609363494,-0.04599000000106737,-0.04599000000106737,-0.04599000000106737,-0.2572291609352819,-0.2572291609352819,-0.2572291609352819,0.0,0.0,0.0,-0.018427221533815274
2021-03-26,-0.027241285262052967,-0.3825301232580256,0.3600863972361265,-0.027241285262052967,-0.027241285262052967,-0.6827698181007039,-0.6827698181007039,-0.6827698181007039,-0.3361936169243669,-0.3361936169243669,-0.3361936169243669,-0.3465762011763369,-0.3465762011763369,-0.3465762011763369,0.0,0.0,0.0,-0.008641757878851675
2021-03-27,-0.028036347406693363,-0.41565818458021925,0.348147399492842,-0.028036347406693363,-0.028036347406693363,-0.522135570279596,-0.522135570279596,-0.522135570279596,-0.09248954144659816,-0.09248954144659816,-0.09248954144659816,-0.42964602883299774,-0.42964602883299774,-0.42964602883299774,0.0,0.0,0.0,-0.013397573164942651
2021-03-28,-0.02883140955133376,-0.4156620417638728,0.35663729199297345,-0.02883140955133376,-0.02883140955133376,0.14165714998916434,0.14165714998916434,0.14165714998916434,0.6465841429955519,0.6465841429955519,0.6465841429955519,-0.5049269930063877,-0.5049269930063877,-0.5049269930063877,0.0,0.0,0.0,-0.03291558485854607
2021-03-29,-0.029626471695974113,-0.3735597167237841,0.34319140387014074,-0.029626471695974113,-0.029626471695974113,-0.3186847041521114,-0.3186847041521114,-0.3186847041521114,0.25246512281828826,0.25246512281828826,0.25246512281828826,-0.5711498269703997,-0.5711498269703997,-0.5711498269703997,0.0,0.0,0.0,-0.0201849683284717
2021-03-30,-0.03042153384061451,-0.3534369675838252,0.3780758177229393,-0.03042153384061451,-0.03042153384061451,-1.3038517757459416,-1.3038517757459416,-1.3038517757459416,-0.6765280658688717,-0.6765280658688717,-0.6765280658688717,-0.6273237098770693,-0.6273237098770693,-0.6273237098770693,0.0,0.0,0.0,0.009243637078385972
2021-03-31,-0.031216595985254947,-0.41143817798158877,0.3630378588210892,-0.031216595985254947,-0.031216595985254947,-0.42061200267849885,-0.42061200267849885,-0.42061200267849885,0.25215195842788296,0.25215195842788296,0.25215195842788296,-0.6727639611063817,-0.6727639611063817,-0.6727639611063817,0.0,0.0,0.0,-0.018086521031091277
2021-04-01,-0.03201165812989534,-0.39052238245430243,0.3924812515089486,-0.03201165812989534,-0.03201165812989534,-0.7531005134817393,-0.7531005134817393,-0.7531005134817393,-0.04599000000128786,-0.04599000000128786,-0.04599000000128786,-0.7071105134804515,-0.7071105134804515,-0.7071105134804515,0.0,0.0,0.0,-0.007903661954869265
2021-04-02,-0.0328067202745357,-0.3740570590073065,0.38224457942503953,-0.0328067202745357,-0.0328067202745357,-1.0665302056633816,-1.0665302056633816,-1.0665302056633816,-0.33619361692367505,-0.33619361692367505,-0.33619361692367505,-0.7303365887397064,-0.7303365887397064,-0.7303365887397064,0.0,0.0,0.0,0.002182637847005892
